ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
8612,1.7226e-06,74.0217,68921,1e+08,1.28654e-18,1.28654e-18,1.28655e-18,6.46967e-14,9261,1.25e+07,-1.54439e-18,-1.54439e-18,-1.54439e-18,5.36836e-13,8.36909e-12,8.97062e-12
8613,1.7228e-06,74.0307,68921,1e+08,1.28955e-18,1.28955e-18,1.28956e-18,6.47116e-14,9261,1.25e+07,-1.54791e-18,-1.54791e-18,-1.54791e-18,5.38258e-13,8.36766e-12,8.97063e-12
8614,1.723e-06,74.0396,68921,1e+08,1.29256e-18,1.29256e-18,1.29257e-18,6.47266e-14,9261,1.25e+07,-1.55142e-18,-1.55142e-18,-1.55142e-18,5.3968e-13,8.36624e-12,8.97064e-12
8615,1.7232e-06,74.0488,68921,1e+08,1.29556e-18,1.29556e-18,1.29557e-18,6.47415e-14,9261,1.25e+07,-1.55493e-18,-1.55493e-18,-1.55493e-18,5.41102e-13,8.36481e-12,8.97065e-12
8616,1.7234e-06,74.0577,68921,1e+08,1.29856e-18,1.29856e-18,1.29857e-18,6.47564e-14,9261,1.25e+07,-1.55843e-18,-1.55843e-18,-1.55843e-18,5.42524e-13,8.36338e-12,8.97066e-12
8617,1.7236e-06,74.0668,68921,1e+08,1.30155e-18,1.30155e-18,1.30156e-18,6.47713e-14,9261,1.25e+07,-1.56193e-18,-1.56193e-18,-1.56193e-18,5.43946e-13,8.36195e-12,8.97067e-12
8618,1.7238e-06,74.0758,68921,1e+08,1.30454e-18,1.30454e-18,1.30455e-18,6.47862e-14,9261,1.25e+07,-1.56542e-18,-1.56542e-18,-1.56542e-18,5.45367e-13,8.36053e-12,8.97068e-12
8619,1.724e-06,74.085,68921,1e+08,1.30753e-18,1.30753e-18,1.30754e-18,6.48012e-14,9261,1.25e+07,-1.56891e-18,-1.56891e-18,-1.56891e-18,5.46789e-13,8.3591e-12,8.97069e-12
8620,1.7242e-06,74.094,68921,1e+08,1.31051e-18,1.31051e-18,1.31052e-18,6.48161e-14,9261,1.25e+07,-1.57239e-18,-1.57239e-18,-1.57239e-18,5.4821e-13,8.35767e-12,8.9707e-12
8621,1.7244e-06,74.1029,68921,1e+08,1.31349e-18,1.31349e-18,1.3135e-18,6.4831e-14,9261,1.25e+07,-1.57587e-18,-1.57587e-18,-1.57587e-18,5.49632e-13,8.35624e-12,8.97071e-12
8622,1.7246e-06,74.1118,68921,1e+08,1.31646e-18,1.31646e-18,1.31647e-18,6.48459e-14,9261,1.25e+07,-1.57934e-18,-1.57934e-18,-1.57934e-18,5.51053e-13,8.35482e-12,8.97072e-12
8623,1.7248e-06,74.1207,68921,1e+08,1.31943e-18,1.31943e-18,1.31944e-18,6.48608e-14,9261,1.25e+07,-1.58281e-18,-1.58281e-18,-1.58281e-18,5.52474e-13,8.35339e-12,8.97072e-12
8624,1.725e-06,74.1291,68921,1e+08,1.32239e-18,1.32239e-18,1.3224e-18,6.48757e-14,9261,1.25e+07,-1.58627e-18,-1.58627e-18,-1.58627e-18,5.53895e-13,8.35196e-12,8.97073e-12
8625,1.7252e-06,74.138,68921,1e+08,1.32535e-18,1.32535e-18,1.32536e-18,6.48906e-14,9261,1.25e+07,-1.58973e-18,-1.58973e-18,-1.58973e-18,5.55315e-13,8.35054e-12,8.97074e-12
8626,1.7254e-06,74.147,68921,1e+08,1.3283e-18,1.3283e-18,1.32832e-18,6.49055e-14,9261,1.25e+07,-1.59318e-18,-1.59318e-18,-1.59318e-18,5.56736e-13,8.34911e-12,8.97075e-12
8627,1.7256e-06,74.1559,68921,1e+08,1.33125e-18,1.33125e-18,1.33127e-18,6.49204e-14,9261,1.25e+07,-1.59663e-18,-1.59663e-18,-1.59663e-18,5.58156e-13,8.34768e-12,8.97076e-12
8628,1.7258e-06,74.1652,68921,1e+08,1.3342e-18,1.3342e-18,1.33421e-18,6.49353e-14,9261,1.25e+07,-1.60007e-18,-1.60007e-18,-1.60007e-18,5.59575e-13,8.34625e-12,8.97076e-12
8629,1.726e-06,74.1743,68921,1e+08,1.33714e-18,1.33714e-18,1.33715e-18,6.49502e-14,9261,1.25e+07,-1.60351e-18,-1.60351e-18,-1.60351e-18,5.60995e-13,8.34483e-12,8.97077e-12
8630,1.7262e-06,74.1833,68921,1e+08,1.34008e-18,1.34008e-18,1.34009e-18,6.49651e-14,9261,1.25e+07,-1.60694e-18,-1.60694e-18,-1.60694e-18,5.62414e-13,8.3434e-12,8.97078e-12
8631,1.7264e-06,74.1923,68921,1e+08,1.34301e-18,1.34301e-18,1.34302e-18,6.498e-14,9261,1.25e+07,-1.61036e-18,-1.61036e-18,-1.61036e-18,5.63833e-13,8.34198e-12,8.97079e-12
8632,1.7266e-06,74.2013,68921,1e+08,1.34594e-18,1.34594e-18,1.34595e-18,6.49949e-14,9261,1.25e+07,-1.61378e-18,-1.61378e-18,-1.61378e-18,5.65251e-13,8.34055e-12,8.9708e-12
8633,1.7268e-06,74.2102,68921,1e+08,1.34886e-18,1.34886e-18,1.34887e-18,6.50098e-14,9261,1.25e+07,-1.6172e-18,-1.6172e-18,-1.6172e-18,5.66669e-13,8.33913e-12,8.9708e-12
8634,1.727e-06,74.2194,68921,1e+08,1.35178e-18,1.35178e-18,1.35179e-18,6.50247e-14,9261,1.25e+07,-1.62061e-18,-1.62061e-18,-1.62061e-18,5.68086e-13,8.3377e-12,8.97081e-12
8635,1.7272e-06,74.2308,68921,1e+08,1.35469e-18,1.35469e-18,1.35471e-18,6.50396e-14,9261,1.25e+07,-1.62401e-18,-1.62401e-18,-1.62401e-18,5.69503e-13,8.33628e-12,8.97082e-12
8636,1.7274e-06,74.2398,68921,1e+08,1.3576e-18,1.3576e-18,1.35762e-18,6.50545e-14,9261,1.25e+07,-1.62741e-18,-1.62741e-18,-1.62741e-18,5.7092e-13,8.33485e-12,8.97083e-12
8637,1.7276e-06,74.2487,68921,1e+08,1.36051e-18,1.36051e-18,1.36052e-18,6.50694e-14,9261,1.25e+07,-1.63081e-18,-1.63081e-18,-1.63081e-18,5.72336e-13,8.33343e-12,8.97084e-12
8638,1.7278e-06,74.2581,68921,1e+08,1.36341e-18,1.36341e-18,1.36342e-18,6.50843e-14,9261,1.25e+07,-1.63419e-18,-1.63419e-18,-1.63419e-18,5.73752e-13,8.33201e-12,8.97085e-12
8639,1.728e-06,74.2671,68921,1e+08,1.3663e-18,1.3663e-18,1.36632e-18,6.50992e-14,9261,1.25e+07,-1.63758e-18,-1.63758e-18,-1.63758e-18,5.75167e-13,8.33059e-12,8.97086e-12
8640,1.7282e-06,74.276,68921,1e+08,1.3692e-18,1.3692e-18,1.36921e-18,6.51141e-14,9261,1.25e+07,-1.64095e-18,-1.64095e-18,-1.64095e-18,5.76582e-13,8.32917e-12,8.97087e-12
8641,1.7284e-06,74.2858,68921,1e+08,1.37208e-18,1.37208e-18,1.37209e-18,6.5129e-14,9261,1.25e+07,-1.64433e-18,-1.64433e-18,-1.64433e-18,5.77996e-13,8.32775e-12,8.97088e-12
8642,1.7286e-06,74.2952,68921,1e+08,1.37496e-18,1.37496e-18,1.37498e-18,6.51438e-14,9261,1.25e+07,-1.64769e-18,-1.64769e-18,-1.64769e-18,5.79409e-13,8.32633e-12,8.97089e-12
8643,1.7288e-06,74.3041,68921,1e+08,1.37784e-18,1.37784e-18,1.37785e-18,6.51587e-14,9261,1.25e+07,-1.65105e-18,-1.65105e-18,-1.65105e-18,5.80822e-13,8.32492e-12,8.9709e-12
8644,1.729e-06,74.3129,68921,1e+08,1.38071e-18,1.38071e-18,1.38073e-18,6.51736e-14,9261,1.25e+07,-1.65441e-18,-1.65441e-18,-1.65441e-18,5.82235e-13,8.3235e-12,8.97091e-12
8645,1.7292e-06,74.3219,68921,1e+08,1.38358e-18,1.38358e-18,1.38359e-18,6.51885e-14,9261,1.25e+07,-1.65776e-18,-1.65776e-18,-1.65776e-18,5.83646e-13,8.32208e-12,8.97092e-12
8646,1.7294e-06,74.3308,68921,1e+08,1.38645e-18,1.38645e-18,1.38646e-18,6.52034e-14,9261,1.25e+07,-1.6611e-18,-1.6611e-18,-1.6611e-18,5.85057e-13,8.32067e-12,8.97093e-12
8647,1.7296e-06,74.3398,68921,1e+08,1.3893e-18,1.3893e-18,1.38932e-18,6.52182e-14,9261,1.25e+07,-1.66444e-18,-1.66444e-18,-1.66444e-18,5.86468e-13,8.31926e-12,8.97095e-12
8648,1.7298e-06,74.3488,68921,1e+08,1.39216e-18,1.39216e-18,1.39217e-18,6.52331e-14,9261,1.25e+07,-1.66778e-18,-1.66778e-18,-1.66778e-18,5.87877e-13,8.31785e-12,8.97096e-12
8649,1.73e-06,74.3577,68921,1e+08,1.39501e-18,1.39501e-18,1.39502e-18,6.5248e-14,9261,1.25e+07,-1.67111e-18,-1.67111e-18,-1.6711e-18,5.89286e-13,8.31644e-12,8.97098e-12
8650,1.7302e-06,74.3669,68921,1e+08,1.39785e-18,1.39785e-18,1.39786e-18,6.52629e-14,9261,1.25e+07,-1.67443e-18,-1.67443e-18,-1.67443e-18,5.90694e-13,8.31503e-12,8.97099e-12
8651,1.7304e-06,74.376,68921,1e+08,1.40069e-18,1.40069e-18,1.4007e-18,6.52777e-14,9261,1.25e+07,-1.67774e-18,-1.67774e-18,-1.67774e-18,5.92102e-13,8.31362e-12,8.971e-12
8652,1.7306e-06,74.385,68921,1e+08,1.40352e-18,1.40352e-18,1.40354e-18,6.52926e-14,9261,1.25e+07,-1.68106e-18,-1.68106e-18,-1.68106e-18,5.93508e-13,8.31222e-12,8.97102e-12
8653,1.7308e-06,74.3943,68921,1e+08,1.40635e-18,1.40635e-18,1.40637e-18,6.53075e-14,9261,1.25e+07,-1.68436e-18,-1.68436e-18,-1.68436e-18,5.94914e-13,8.31081e-12,8.97103e-12
8654,1.731e-06,74.4029,68921,1e+08,1.40918e-18,1.40918e-18,1.40919e-18,6.53224e-14,9261,1.25e+07,-1.68766e-18,-1.68766e-18,-1.68766e-18,5.96319e-13,8.3094e-12,8.97104e-12
8655,1.7312e-06,74.412,68921,1e+08,1.412e-18,1.412e-18,1.41201e-18,6.53372e-14,9261,1.25e+07,-1.69096e-18,-1.69096e-18,-1.69096e-18,5.97723e-13,8.308e-12,8.97106e-12
8656,1.7314e-06,74.421,68921,1e+08,1.41482e-18,1.41482e-18,1.41483e-18,6.53521e-14,9261,1.25e+07,-1.69425e-18,-1.69425e-18,-1.69424e-18,5.99126e-13,8.30659e-12,8.97107e-12
8657,1.7316e-06,74.4293,68921,1e+08,1.41763e-18,1.41763e-18,1.41764e-18,6.5367e-14,9261,1.25e+07,-1.69753e-18,-1.69753e-18,-1.69753e-18,6.00528e-13,8.30518e-12,8.97108e-12
8658,1.7318e-06,74.439,68921,1e+08,1.42043e-18,1.42043e-18,1.42044e-18,6.53818e-14,9261,1.25e+07,-1.70081e-18,-1.70081e-18,-1.70081e-18,6.01929e-13,8.30378e-12,8.97109e-12
8659,1.732e-06,74.4482,68921,1e+08,1.42323e-18,1.42323e-18,1.42324e-18,6.53967e-14,9261,1.25e+07,-1.70408e-18,-1.70408e-18,-1.70408e-18,6.03329e-13,8.30238e-12,8.9711e-12
8660,1.7322e-06,74.4583,68921,1e+08,1.42603e-18,1.42603e-18,1.42604e-18,6.54115e-14,9261,1.25e+07,-1.70734e-18,-1.70734e-18,-1.70734e-18,6.04729e-13,8.30098e-12,8.97112e-12
8661,1.7324e-06,74.4713,68921,1e+08,1.42882e-18,1.42882e-18,1.42883e-18,6.54264e-14,9261,1.25e+07,-1.7106e-18,-1.7106e-18,-1.7106e-18,6.06127e-13,8.29957e-12,8.97113e-12
8662,1.7326e-06,74.4804,68921,1e+08,1.43161e-18,1.43161e-18,1.43162e-18,6.54413e-14,9261,1.25e+07,-1.71386e-18,-1.71386e-18,-1.71386e-18,6.07525e-13,8.29817e-12,8.97114e-12
8663,1.7328e-06,74.4898,68921,1e+08,1.43439e-18,1.43439e-18,1.4344e-18,6.54561e-14,9261,1.25e+07,-1.71711e-18,-1.71711e-18,-1.71711e-18,6.08921e-13,8.29677e-12,8.97115e-12
8664,1.733e-06,74.4989,68921,1e+08,1.43716e-18,1.43716e-18,1.43717e-18,6.5471e-14,9261,1.25e+07,-1.72035e-18,-1.72035e-18,-1.72035e-18,6.10316e-13,8.29538e-12,8.97116e-12
8665,1.7332e-06,74.5079,68921,1e+08,1.43993e-18,1.43993e-18,1.43995e-18,6.54858e-14,9261,1.25e+07,-1.72359e-18,-1.72359e-18,-1.72359e-18,6.1171e-13,8.29398e-12,8.97118e-12
8666,1.7334e-06,74.5173,68921,1e+08,1.4427e-18,1.4427e-18,1.44271e-18,6.55007e-14,9261,1.25e+07,-1.72682e-18,-1.72682e-18,-1.72682e-18,6.13103e-13,8.29258e-12,8.97119e-12
8667,1.7336e-06,74.5261,68921,1e+08,1.44546e-18,1.44546e-18,1.44547e-18,6.55155e-14,9261,1.25e+07,-1.73004e-18,-1.73004e-18,-1.73004e-18,6.14495e-13,8.29119e-12,8.9712e-12
8668,1.7338e-06,74.5353,68921,1e+08,1.44822e-18,1.44822e-18,1.44823e-18,6.55304e-14,9261,1.25e+07,-1.73326e-18,-1.73326e-18,-1.73326e-18,6.15886e-13,8.28979e-12,8.97121e-12
8669,1.734e-06,74.5444,68921,1e+08,1.45097e-18,1.45097e-18,1.45098e-18,6.55452e-14,9261,1.25e+07,-1.73648e-18,-1.73648e-18,-1.73648e-18,6.17276e-13,8.2884e-12,8.97122e-12
8670,1.7342e-06,74.5544,68921,1e+08,1.45372e-18,1.45372e-18,1.45373e-18,6.55601e-14,9261,1.25e+07,-1.73969e-18,-1.73969e-18,-1.73969e-18,6.18665e-13,8.28701e-12,8.97123e-12
8671,1.7344e-06,74.5636,68921,1e+08,1.45646e-18,1.45646e-18,1.45647e-18,6.55749e-14,9261,1.25e+07,-1.74289e-18,-1.74289e-18,-1.74289e-18,6.20052e-13,8.28561e-12,8.97124e-12
8672,1.7346e-06,74.5726,68921,1e+08,1.45919e-18,1.45919e-18,1.45921e-18,6.55898e-14,9261,1.25e+07,-1.74609e-18,-1.74609e-18,-1.74609e-18,6.21438e-13,8.28422e-12,8.97125e-12
8673,1.7348e-06,74.5814,68921,1e+08,1.46192e-18,1.46192e-18,1.46194e-18,6.56046e-14,9261,1.25e+07,-1.74928e-18,-1.74928e-18,-1.74928e-18,6.22823e-13,8.28283e-12,8.97126e-12
8674,1.735e-06,74.5899,68921,1e+08,1.46465e-18,1.46465e-18,1.46466e-18,6.56195e-14,9261,1.25e+07,-1.75246e-18,-1.75246e-18,-1.75246e-18,6.24207e-13,8.28145e-12,8.97127e-12
8675,1.7352e-06,74.5991,68921,1e+08,1.46737e-18,1.46737e-18,1.46738e-18,6.56343e-14,9261,1.25e+07,-1.75564e-18,-1.75564e-18,-1.75564e-18,6.25589e-13,8.28006e-12,8.97129e-12
8676,1.7354e-06,74.6077,68921,1e+08,1.47009e-18,1.47009e-18,1.4701e-18,6.56491e-14,9261,1.25e+07,-1.75881e-18,-1.75881e-18,-1.75881e-18,6.26971e-13,8.27868e-12,8.9713e-12
8677,1.7356e-06,74.6164,68921,1e+08,1.4728e-18,1.4728e-18,1.47281e-18,6.5664e-14,9261,1.25e+07,-1.76198e-18,-1.76198e-18,-1.76198e-18,6.28351e-13,8.2773e-12,8.97132e-12
8678,1.7358e-06,74.6251,68921,1e+08,1.4755e-18,1.4755e-18,1.47552e-18,6.56788e-14,9261,1.25e+07,-1.76514e-18,-1.76514e-18,-1.76514e-18,6.29729e-13,8.27592e-12,8.97133e-12
8679,1.736e-06,74.6341,68921,1e+08,1.47821e-18,1.47821e-18,1.47822e-18,6.56937e-14,9261,1.25e+07,-1.76829e-18,-1.76829e-18,-1.76829e-18,6.31106e-13,8.27455e-12,8.97135e-12
8680,1.7362e-06,74.6429,68921,1e+08,1.4809e-18,1.4809e-18,1.48091e-18,6.57085e-14,9261,1.25e+07,-1.77144e-18,-1.77144e-18,-1.77144e-18,6.32482e-13,8.27317e-12,8.97136e-12
8681,1.7364e-06,74.6518,68921,1e+08,1.48359e-18,1.48359e-18,1.4836e-18,6.57233e-14,9261,1.25e+07,-1.77458e-18,-1.77458e-18,-1.77458e-18,6.33857e-13,8.2718e-12,8.97138e-12
8682,1.7366e-06,74.661,68921,1e+08,1.48628e-18,1.48628e-18,1.48629e-18,6.57381e-14,9261,1.25e+07,-1.77772e-18,-1.77772e-18,-1.77772e-18,6.3523e-13,8.27043e-12,8.97139e-12
8683,1.7368e-06,74.6703,68921,1e+08,1.48896e-18,1.48896e-18,1.48897e-18,6.5753e-14,9261,1.25e+07,-1.78085e-18,-1.78085e-18,-1.78085e-18,6.36602e-13,8.26905e-12,8.97141e-12
8684,1.737e-06,74.6795,68921,1e+08,1.49163e-18,1.49163e-18,1.49164e-18,6.57678e-14,9261,1.25e+07,-1.78398e-18,-1.78398e-18,-1.78398e-18,6.37972e-13,8.26768e-12,8.97142e-12
8685,1.7372e-06,74.6878,68921,1e+08,1.4943e-18,1.4943e-18,1.49431e-18,6.57826e-14,9261,1.25e+07,-1.78709e-18,-1.78709e-18,-1.78709e-18,6.39341e-13,8.26631e-12,8.97144e-12
8686,1.7374e-06,74.6964,68921,1e+08,1.49696e-18,1.49696e-18,1.49698e-18,6.57975e-14,9261,1.25e+07,-1.79021e-18,-1.79021e-18,-1.79021e-18,6.40708e-13,8.26494e-12,8.97145e-12
8687,1.7376e-06,74.705,68921,1e+08,1.49962e-18,1.49962e-18,1.49964e-18,6.58123e-14,9261,1.25e+07,-1.79331e-18,-1.79331e-18,-1.79331e-18,6.42074e-13,8.26358e-12,8.97146e-12
8688,1.7378e-06,74.7137,68921,1e+08,1.50228e-18,1.50228e-18,1.50229e-18,6.58271e-14,9261,1.25e+07,-1.79641e-18,-1.79641e-18,-1.79641e-18,6.43438e-13,8.26221e-12,8.97148e-12
8689,1.738e-06,74.7227,68921,1e+08,1.50493e-18,1.50493e-18,1.50494e-18,6.58419e-14,9261,1.25e+07,-1.79951e-18,-1.79951e-18,-1.79951e-18,6.448e-13,8.26085e-12,8.97149e-12
8690,1.7382e-06,74.7315,68921,1e+08,1.50757e-18,1.50757e-18,1.50758e-18,6.58568e-14,9261,1.25e+07,-1.80259e-18,-1.80259e-18,-1.80259e-18,6.46161e-13,8.25949e-12,8.97151e-12
8691,1.7384e-06,74.7404,68921,1e+08,1.51021e-18,1.51021e-18,1.51022e-18,6.58716e-14,9261,1.25e+07,-1.80568e-18,-1.80568e-18,-1.80568e-18,6.47521e-13,8.25813e-12,8.97152e-12
8692,1.7386e-06,74.7494,68921,1e+08,1.51284e-18,1.51284e-18,1.51285e-18,6.58864e-14,9261,1.25e+07,-1.80875e-18,-1.80875e-18,-1.80875e-18,6.48879e-13,8.25677e-12,8.97153e-12
8693,1.7388e-06,74.7608,68921,1e+08,1.51547e-18,1.51547e-18,1.51548e-18,6.59012e-14,9261,1.25e+07,-1.81182e-18,-1.81182e-18,-1.81182e-18,6.50235e-13,8.25541e-12,8.97155e-12
8694,1.739e-06,74.7699,68921,1e+08,1.51809e-18,1.51809e-18,1.5181e-18,6.5916e-14,9261,1.25e+07,-1.81488e-18,-1.81488e-18,-1.81488e-18,6.5159e-13,8.25405e-12,8.97156e-12
8695,1.7392e-06,74.7786,68921,1e+08,1.52071e-18,1.52071e-18,1.52072e-18,6.59308e-14,9261,1.25e+07,-1.81794e-18,-1.81794e-18,-1.81794e-18,6.52943e-13,8.2527e-12,8.97157e-12
8696,1.7394e-06,74.788,68921,1e+08,1.52332e-18,1.52332e-18,1.52333e-18,6.59457e-14,9261,1.25e+07,-1.82099e-18,-1.82099e-18,-1.82099e-18,6.54294e-13,8.25134e-12,8.97158e-12
8697,1.7396e-06,74.7971,68921,1e+08,1.52592e-18,1.52592e-18,1.52594e-18,6.59605e-14,9261,1.25e+07,-1.82403e-18,-1.82403e-18,-1.82403e-18,6.55644e-13,8.24999e-12,8.97159e-12
8698,1.7398e-06,74.8063,68921,1e+08,1.52853e-18,1.52853e-18,1.52854e-18,6.59753e-14,9261,1.25e+07,-1.82707e-18,-1.82707e-18,-1.82707e-18,6.56991e-13,8.24864e-12,8.9716e-12
8699,1.74e-06,74.8162,68921,1e+08,1.53112e-18,1.53112e-18,1.53113e-18,6.59901e-14,9261,1.25e+07,-1.8301e-18,-1.8301e-18,-1.8301e-18,6.58337e-13,8.24729e-12,8.97162e-12
8700,1.7402e-06,74.8253,68921,1e+08,1.53371e-18,1.53371e-18,1.53372e-18,6.60049e-14,9261,1.25e+07,-1.83313e-18,-1.83313e-18,-1.83313e-18,6.59682e-13,8.24594e-12,8.97163e-12
8701,1.7404e-06,74.8914,68921,1e+08,1.5363e-18,1.5363e-18,1.53631e-18,6.60197e-14,9261,1.25e+07,-1.83615e-18,-1.83615e-18,-1.83615e-18,6.61024e-13,8.24459e-12,8.97164e-12
8702,1.7406e-06,74.9011,68921,1e+08,1.53887e-18,1.53887e-18,1.53889e-18,6.60345e-14,9261,1.25e+07,-1.83916e-18,-1.83916e-18,-1.83916e-18,6.62365e-13,8.24325e-12,8.97165e-12
8703,1.7408e-06,74.91,68921,1e+08,1.54145e-18,1.54145e-18,1.54146e-18,6.60493e-14,9261,1.25e+07,-1.84217e-18,-1.84217e-18,-1.84217e-18,6.63704e-13,8.24191e-12,8.97166e-12
8704,1.741e-06,74.9191,68921,1e+08,1.54402e-18,1.54402e-18,1.54403e-18,6.60641e-14,9261,1.25e+07,-1.84517e-18,-1.84517e-18,-1.84517e-18,6.65041e-13,8.24057e-12,8.97168e-12
8705,1.7412e-06,74.9284,68921,1e+08,1.54658e-18,1.54658e-18,1.54659e-18,6.60789e-14,9261,1.25e+07,-1.84816e-18,-1.84816e-18,-1.84816e-18,6.66377e-13,8.23923e-12,8.97169e-12
8706,1.7414e-06,74.9375,68921,1e+08,1.54914e-18,1.54914e-18,1.54915e-18,6.60937e-14,9261,1.25e+07,-1.85115e-18,-1.85115e-18,-1.85115e-18,6.6771e-13,8.2379e-12,8.9717e-12
8707,1.7416e-06,74.9469,68921,1e+08,1.55169e-18,1.55169e-18,1.5517e-18,6.61085e-14,9261,1.25e+07,-1.85413e-18,-1.85413e-18,-1.85413e-18,6.69041e-13,8.23656e-12,8.97171e-12
8708,1.7418e-06,74.956,68921,1e+08,1.55423e-18,1.55423e-18,1.55425e-18,6.61233e-14,9261,1.25e+07,-1.8571e-18,-1.8571e-18,-1.8571e-18,6.70371e-13,8.23523e-12,8.97173e-12
8709,1.742e-06,74.965,68921,1e+08,1.55678e-18,1.55678e-18,1.55679e-18,6.61381e-14,9261,1.25e+07,-1.86007e-18,-1.86007e-18,-1.86007e-18,6.71699e-13,8.2339e-12,8.97174e-12
8710,1.7422e-06,74.9739,68921,1e+08,1.55931e-18,1.55931e-18,1.55932e-18,6.61529e-14,9261,1.25e+07,-1.86303e-18,-1.86303e-18,-1.86303e-18,6.73024e-13,8.23258e-12,8.97176e-12
8711,1.7424e-06,74.9829,68921,1e+08,1.56184e-18,1.56184e-18,1.56185e-18,6.61677e-14,9261,1.25e+07,-1.86599e-18,-1.86599e-18,-1.86599e-18,6.74348e-13,8.23126e-12,8.97177e-12
8712,1.7426e-06,74.9922,68921,1e+08,1.56437e-18,1.56437e-18,1.56438e-18,6.61825e-14,9261,1.25e+07,-1.86894e-18,-1.86894e-18,-1.86894e-18,6.7567e-13,8.22994e-12,8.97179e-12
8713,1.7428e-06,75.0013,68921,1e+08,1.56688e-18,1.56688e-18,1.5669e-18,6.61973e-14,9261,1.25e+07,-1.87188e-18,-1.87188e-18,-1.87188e-18,6.7699e-13,8.22862e-12,8.97181e-12
8714,1.743e-06,75.0102,68921,1e+08,1.5694e-18,1.5694e-18,1.56941e-18,6.62121e-14,9261,1.25e+07,-1.87481e-18,-1.87481e-18,-1.87481e-18,6.78308e-13,8.2273e-12,8.97182e-12
8715,1.7432e-06,75.0192,68921,1e+08,1.5719e-18,1.5719e-18,1.57192e-18,6.62269e-14,9261,1.25e+07,-1.87774e-18,-1.87774e-18,-1.87774e-18,6.79623e-13,8.22599e-12,8.97184e-12
8716,1.7434e-06,75.0281,68921,1e+08,1.57441e-18,1.57441e-18,1.57442e-18,6.62416e-14,9261,1.25e+07,-1.88066e-18,-1.88066e-18,-1.88066e-18,6.80937e-13,8.22467e-12,8.97185e-12
8717,1.7436e-06,75.037,68921,1e+08,1.5769e-18,1.5769e-18,1.57691e-18,6.62564e-14,9261,1.25e+07,-1.88358e-18,-1.88358e-18,-1.88358e-18,6.82248e-13,8.22336e-12,8.97187e-12
8718,1.7438e-06,75.0461,68921,1e+08,1.57939e-18,1.57939e-18,1.57941e-18,6.62712e-14,9261,1.25e+07,-1.88649e-18,-1.88649e-18,-1.88649e-18,6.83558e-13,8.22206e-12,8.97188e-12
8719,1.744e-06,75.0551,68921,1e+08,1.58188e-18,1.58188e-18,1.58189e-18,6.6286e-14,9261,1.25e+07,-1.88939e-18,-1.88939e-18,-1.88939e-18,6.84865e-13,8.22075e-12,8.9719e-12
8720,1.7442e-06,75.0641,68921,1e+08,1.58436e-18,1.58436e-18,1.58437e-18,6.63008e-14,9261,1.25e+07,-1.89229e-18,-1.89229e-18,-1.89229e-18,6.8617e-13,8.21945e-12,8.97192e-12
8721,1.7444e-06,75.0729,68921,1e+08,1.58683e-18,1.58683e-18,1.58684e-18,6.63156e-14,9261,1.25e+07,-1.89518e-18,-1.89518e-18,-1.89518e-18,6.87473e-13,8.21814e-12,8.97193e-12
8722,1.7446e-06,75.0815,68921,1e+08,1.5893e-18,1.5893e-18,1.58931e-18,6.63303e-14,9261,1.25e+07,-1.89806e-18,-1.89806e-18,-1.89806e-18,6.88774e-13,8.21684e-12,8.97195e-12
8723,1.7448e-06,75.0903,68921,1e+08,1.59176e-18,1.59176e-18,1.59177e-18,6.63451e-14,9261,1.25e+07,-1.90094e-18,-1.90094e-18,-1.90094e-18,6.90073e-13,8.21554e-12,8.97196e-12
8724,1.745e-06,75.101,68921,1e+08,1.59422e-18,1.59422e-18,1.59423e-18,6.63599e-14,9261,1.25e+07,-1.90381e-18,-1.90381e-18,-1.90381e-18,6.91369e-13,8.21425e-12,8.97198e-12
8725,1.7452e-06,75.1103,68921,1e+08,1.59667e-18,1.59667e-18,1.59668e-18,6.63747e-14,9261,1.25e+07,-1.90667e-18,-1.90667e-18,-1.90667e-18,6.92664e-13,8.21295e-12,8.97199e-12
8726,1.7454e-06,75.1196,68921,1e+08,1.59912e-18,1.59912e-18,1.59913e-18,6.63894e-14,9261,1.25e+07,-1.90953e-18,-1.90953e-18,-1.90953e-18,6.93956e-13,8.21166e-12,8.972e-12
8727,1.7456e-06,75.1286,68921,1e+08,1.60156e-18,1.60156e-18,1.60157e-18,6.64042e-14,9261,1.25e+07,-1.91238e-18,-1.91238e-18,-1.91238e-18,6.95245e-13,8.21037e-12,8.97201e-12
8728,1.7458e-06,75.1375,68921,1e+08,1.60399e-18,1.60399e-18,1.604e-18,6.6419e-14,9261,1.25e+07,-1.91522e-18,-1.91522e-18,-1.91522e-18,6.96533e-13,8.20908e-12,8.97203e-12
8729,1.746e-06,75.1464,68921,1e+08,1.60642e-18,1.60642e-18,1.60643e-18,6.64338e-14,9261,1.25e+07,-1.91806e-18,-1.91806e-18,-1.91806e-18,6.97818e-13,8.20779e-12,8.97204e-12
8730,1.7462e-06,75.1554,68921,1e+08,1.60884e-18,1.60884e-18,1.60885e-18,6.64485e-14,9261,1.25e+07,-1.92089e-18,-1.92089e-18,-1.92088e-18,6.99101e-13,8.2065e-12,8.97205e-12
