ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
5997,1.1996e-06,47.6753,68921,1e+08,1.85078e-18,1.85078e-18,1.85078e-18,3.12606e-14,9261,1.25e+07,-2.18291e-18,-2.18291e-18,-2.1829e-18,7.5733e-13,8.1857e-12,8.97429e-12
5998,1.1998e-06,47.6852,68921,1e+08,1.84906e-18,1.84906e-18,1.84907e-18,3.12707e-14,9261,1.25e+07,-2.18089e-18,-2.18089e-18,-2.18089e-18,7.56365e-13,8.18665e-12,8.97429e-12
5999,1.2e-06,47.6953,68921,1e+08,1.84734e-18,1.84734e-18,1.84734e-18,3.12809e-14,9261,1.25e+07,-2.17887e-18,-2.17887e-18,-2.17887e-18,7.55396e-13,8.18762e-12,8.97429e-12
6000,1.2002e-06,47.705,68921,1e+08,1.84561e-18,1.84561e-18,1.84561e-18,3.1291e-14,9261,1.25e+07,-2.17684e-18,-2.17684e-18,-2.17684e-18,7.54426e-13,8.18858e-12,8.9743e-12
6001,1.2004e-06,47.7742,68921,1e+08,1.84387e-18,1.84387e-18,1.84388e-18,3.13012e-14,9261,1.25e+07,-2.1748e-18,-2.1748e-18,-2.1748e-18,7.53452e-13,8.18954e-12,8.9743e-12
6002,1.2006e-06,47.7842,68921,1e+08,1.84213e-18,1.84213e-18,1.84213e-18,3.13114e-14,9261,1.25e+07,-2.17275e-18,-2.17275e-18,-2.17275e-18,7.52475e-13,8.19051e-12,8.9743e-12
6003,1.2008e-06,47.794,68921,1e+08,1.84038e-18,1.84038e-18,1.84038e-18,3.13215e-14,9261,1.25e+07,-2.1707e-18,-2.1707e-18,-2.1707e-18,7.51496e-13,8.19148e-12,8.9743e-12
6004,1.201e-06,47.8045,68921,1e+08,1.83862e-18,1.83862e-18,1.83863e-18,3.13317e-14,9261,1.25e+07,-2.16864e-18,-2.16864e-18,-2.16864e-18,7.50515e-13,8.19245e-12,8.9743e-12
6005,1.2012e-06,47.8154,68921,1e+08,1.83686e-18,1.83686e-18,1.83686e-18,3.13419e-14,9261,1.25e+07,-2.16657e-18,-2.16657e-18,-2.16657e-18,7.4953e-13,8.19342e-12,8.9743e-12
6006,1.2014e-06,47.8259,68921,1e+08,1.83509e-18,1.83509e-18,1.83509e-18,3.1352e-14,9261,1.25e+07,-2.16449e-18,-2.16449e-18,-2.16449e-18,7.48543e-13,8.1944e-12,8.97429e-12
6007,1.2016e-06,47.8361,68921,1e+08,1.83331e-18,1.83331e-18,1.83332e-18,3.13622e-14,9261,1.25e+07,-2.1624e-18,-2.1624e-18,-2.1624e-18,7.47553e-13,8.19538e-12,8.97429e-12
6008,1.2018e-06,47.846,68921,1e+08,1.83153e-18,1.83153e-18,1.83153e-18,3.13724e-14,9261,1.25e+07,-2.16031e-18,-2.16031e-18,-2.16031e-18,7.4656e-13,8.19636e-12,8.97429e-12
6009,1.202e-06,47.8567,68921,1e+08,1.82974e-18,1.82974e-18,1.82974e-18,3.13826e-14,9261,1.25e+07,-2.15821e-18,-2.15821e-18,-2.15821e-18,7.45565e-13,8.19734e-12,8.97428e-12
6010,1.2022e-06,47.8676,68921,1e+08,1.82794e-18,1.82794e-18,1.82795e-18,3.13928e-14,9261,1.25e+07,-2.1561e-18,-2.1561e-18,-2.1561e-18,7.44568e-13,8.19832e-12,8.97428e-12
6011,1.2024e-06,47.8784,68921,1e+08,1.82613e-18,1.82613e-18,1.82614e-18,3.1403e-14,9261,1.25e+07,-2.15398e-18,-2.15398e-18,-2.15398e-18,7.43567e-13,8.1993e-12,8.97427e-12
6012,1.2026e-06,47.8895,68921,1e+08,1.82432e-18,1.82432e-18,1.82433e-18,3.14132e-14,9261,1.25e+07,-2.15186e-18,-2.15186e-18,-2.15186e-18,7.42564e-13,8.20029e-12,8.97427e-12
6013,1.2028e-06,47.9005,68921,1e+08,1.82251e-18,1.82251e-18,1.82251e-18,3.14234e-14,9261,1.25e+07,-2.14972e-18,-2.14972e-18,-2.14972e-18,7.41559e-13,8.20128e-12,8.97426e-12
6014,1.203e-06,47.9114,68921,1e+08,1.82068e-18,1.82068e-18,1.82069e-18,3.14336e-14,9261,1.25e+07,-2.14758e-18,-2.14758e-18,-2.14758e-18,7.40551e-13,8.20227e-12,8.97425e-12
6015,1.2032e-06,47.9216,68921,1e+08,1.81885e-18,1.81885e-18,1.81886e-18,3.14438e-14,9261,1.25e+07,-2.14543e-18,-2.14543e-18,-2.14543e-18,7.3954e-13,8.20326e-12,8.97424e-12
6016,1.2034e-06,47.9323,68921,1e+08,1.81701e-18,1.81701e-18,1.81702e-18,3.1454e-14,9261,1.25e+07,-2.14328e-18,-2.14328e-18,-2.14328e-18,7.38527e-13,8.20425e-12,8.97423e-12
6017,1.2036e-06,47.9433,68921,1e+08,1.81517e-18,1.81517e-18,1.81517e-18,3.14642e-14,9261,1.25e+07,-2.14111e-18,-2.14111e-18,-2.14111e-18,7.37511e-13,8.20525e-12,8.97422e-12
6018,1.2038e-06,47.9531,68921,1e+08,1.81332e-18,1.81332e-18,1.81332e-18,3.14744e-14,9261,1.25e+07,-2.13894e-18,-2.13894e-18,-2.13894e-18,7.36493e-13,8.20624e-12,8.97421e-12
6019,1.204e-06,47.9632,68921,1e+08,1.81146e-18,1.81146e-18,1.81147e-18,3.14846e-14,9261,1.25e+07,-2.13676e-18,-2.13676e-18,-2.13676e-18,7.35472e-13,8.20724e-12,8.9742e-12
6020,1.2042e-06,47.974,68921,1e+08,1.80959e-18,1.80959e-18,1.8096e-18,3.14949e-14,9261,1.25e+07,-2.13457e-18,-2.13457e-18,-2.13457e-18,7.34449e-13,8.20825e-12,8.97419e-12
6021,1.2044e-06,47.9848,68921,1e+08,1.80772e-18,1.80772e-18,1.80773e-18,3.15051e-14,9261,1.25e+07,-2.13238e-18,-2.13238e-18,-2.13238e-18,7.33423e-13,8.20925e-12,8.97418e-12
6022,1.2046e-06,47.9957,68921,1e+08,1.80585e-18,1.80585e-18,1.80585e-18,3.15153e-14,9261,1.25e+07,-2.13017e-18,-2.13017e-18,-2.13017e-18,7.32395e-13,8.21026e-12,8.97417e-12
6023,1.2048e-06,48.0065,68921,1e+08,1.80396e-18,1.80396e-18,1.80397e-18,3.15256e-14,9261,1.25e+07,-2.12796e-18,-2.12796e-18,-2.12796e-18,7.31364e-13,8.21127e-12,8.97415e-12
6024,1.205e-06,48.0176,68921,1e+08,1.80207e-18,1.80207e-18,1.80208e-18,3.15358e-14,9261,1.25e+07,-2.12574e-18,-2.12574e-18,-2.12574e-18,7.30331e-13,8.21228e-12,8.97414e-12
6025,1.2052e-06,48.0285,68921,1e+08,1.80017e-18,1.80017e-18,1.80018e-18,3.1546e-14,9261,1.25e+07,-2.12352e-18,-2.12352e-18,-2.12352e-18,7.29295e-13,8.21329e-12,8.97413e-12
6026,1.2054e-06,48.0389,68921,1e+08,1.79827e-18,1.79827e-18,1.79828e-18,3.15563e-14,9261,1.25e+07,-2.12128e-18,-2.12128e-18,-2.12128e-18,7.28257e-13,8.21431e-12,8.97412e-12
6027,1.2056e-06,48.0485,68921,1e+08,1.79636e-18,1.79636e-18,1.79637e-18,3.15665e-14,9261,1.25e+07,-2.11904e-18,-2.11904e-18,-2.11904e-18,7.27217e-13,8.21533e-12,8.97411e-12
6028,1.2058e-06,48.0587,68921,1e+08,1.79444e-18,1.79444e-18,1.79445e-18,3.15768e-14,9261,1.25e+07,-2.11679e-18,-2.11679e-18,-2.11679e-18,7.26174e-13,8.21635e-12,8.9741e-12
6029,1.206e-06,48.0685,68921,1e+08,1.79252e-18,1.79252e-18,1.79252e-18,3.1587e-14,9261,1.25e+07,-2.11453e-18,-2.11453e-18,-2.11453e-18,7.25129e-13,8.21737e-12,8.97409e-12
6030,1.2062e-06,48.0784,68921,1e+08,1.79059e-18,1.79059e-18,1.79059e-18,3.15973e-14,9261,1.25e+07,-2.11227e-18,-2.11227e-18,-2.11227e-18,7.24082e-13,8.2184e-12,8.97408e-12
6031,1.2064e-06,48.0891,68921,1e+08,1.78865e-18,1.78865e-18,1.78866e-18,3.16075e-14,9261,1.25e+07,-2.11e-18,-2.11e-18,-2.10999e-18,7.23032e-13,8.21943e-12,8.97407e-12
6032,1.2066e-06,48.1,68921,1e+08,1.78671e-18,1.78671e-18,1.78671e-18,3.16178e-14,9261,1.25e+07,-2.10772e-18,-2.10772e-18,-2.10771e-18,7.2198e-13,8.22046e-12,8.97406e-12
6033,1.2068e-06,48.1108,68921,1e+08,1.78476e-18,1.78476e-18,1.78476e-18,3.16281e-14,9261,1.25e+07,-2.10543e-18,-2.10543e-18,-2.10543e-18,7.20926e-13,8.2215e-12,8.97405e-12
6034,1.207e-06,48.1217,68921,1e+08,1.7828e-18,1.7828e-18,1.78281e-18,3.16383e-14,9261,1.25e+07,-2.10313e-18,-2.10313e-18,-2.10313e-18,7.19869e-13,8.22254e-12,8.97404e-12
6035,1.2072e-06,48.1325,68921,1e+08,1.78084e-18,1.78084e-18,1.78084e-18,3.16486e-14,9261,1.25e+07,-2.10083e-18,-2.10083e-18,-2.10083e-18,7.1881e-13,8.22357e-12,8.97403e-12
6036,1.2074e-06,48.1433,68921,1e+08,1.77887e-18,1.77887e-18,1.77887e-18,3.16589e-14,9261,1.25e+07,-2.09852e-18,-2.09852e-18,-2.09852e-18,7.17749e-13,8.22461e-12,8.97402e-12
6037,1.2076e-06,48.1538,68921,1e+08,1.77689e-18,1.77689e-18,1.7769e-18,3.16692e-14,9261,1.25e+07,-2.0962e-18,-2.0962e-18,-2.0962e-18,7.16686e-13,8.22565e-12,8.97401e-12
6038,1.2078e-06,48.1604,68921,1e+08,1.77491e-18,1.77491e-18,1.77491e-18,3.16794e-14,9261,1.25e+07,-2.09387e-18,-2.09387e-18,-2.09387e-18,7.1562e-13,8.2267e-12,8.974e-12
6039,1.208e-06,48.1672,68921,1e+08,1.77292e-18,1.77292e-18,1.77293e-18,3.16897e-14,9261,1.25e+07,-2.09154e-18,-2.09154e-18,-2.09154e-18,7.14553e-13,8.22774e-12,8.97398e-12
6040,1.2082e-06,48.174,68921,1e+08,1.77092e-18,1.77092e-18,1.77093e-18,3.17e-14,9261,1.25e+07,-2.0892e-18,-2.0892e-18,-2.0892e-18,7.13482e-13,8.22879e-12,8.97397e-12
6041,1.2084e-06,48.1812,68921,1e+08,1.76892e-18,1.76892e-18,1.76893e-18,3.17103e-14,9261,1.25e+07,-2.08685e-18,-2.08685e-18,-2.08685e-18,7.1241e-13,8.22984e-12,8.97396e-12
6042,1.2086e-06,48.1911,68921,1e+08,1.76691e-18,1.76691e-18,1.76692e-18,3.17206e-14,9261,1.25e+07,-2.08449e-18,-2.08449e-18,-2.08449e-18,7.11336e-13,8.23089e-12,8.97395e-12
6043,1.2088e-06,48.2012,68921,1e+08,1.7649e-18,1.7649e-18,1.7649e-18,3.17309e-14,9261,1.25e+07,-2.08213e-18,-2.08213e-18,-2.08213e-18,7.10259e-13,8.23195e-12,8.97394e-12
6044,1.209e-06,48.2115,68921,1e+08,1.76288e-18,1.76288e-18,1.76288e-18,3.17412e-14,9261,1.25e+07,-2.07976e-18,-2.07976e-18,-2.07976e-18,7.09181e-13,8.233e-12,8.97393e-12
6045,1.2092e-06,48.2212,68921,1e+08,1.76085e-18,1.76085e-18,1.76086e-18,3.17515e-14,9261,1.25e+07,-2.07738e-18,-2.07738e-18,-2.07738e-18,7.081e-13,8.23406e-12,8.97391e-12
6046,1.2094e-06,48.2311,68921,1e+08,1.75881e-18,1.75881e-18,1.75882e-18,3.17618e-14,9261,1.25e+07,-2.075e-18,-2.075e-18,-2.07499e-18,7.07017e-13,8.23512e-12,8.9739e-12
6047,1.2096e-06,48.2415,68921,1e+08,1.75677e-18,1.75677e-18,1.75678e-18,3.17721e-14,9261,1.25e+07,-2.0726e-18,-2.0726e-18,-2.0726e-18,7.05932e-13,8.23618e-12,8.97389e-12
6048,1.2098e-06,48.2511,68921,1e+08,1.75473e-18,1.75473e-18,1.75473e-18,3.17825e-14,9261,1.25e+07,-2.0702e-18,-2.0702e-18,-2.0702e-18,7.04845e-13,8.23725e-12,8.97387e-12
6049,1.21e-06,48.2615,68921,1e+08,1.75267e-18,1.75267e-18,1.75268e-18,3.17928e-14,9261,1.25e+07,-2.06779e-18,-2.06779e-18,-2.06779e-18,7.03756e-13,8.23831e-12,8.97386e-12
6050,1.2102e-06,48.2718,68921,1e+08,1.75061e-18,1.75061e-18,1.75062e-18,3.18031e-14,9261,1.25e+07,-2.06538e-18,-2.06538e-18,-2.06538e-18,7.02665e-13,8.23938e-12,8.97385e-12
6051,1.2104e-06,48.2826,68921,1e+08,1.74855e-18,1.74855e-18,1.74856e-18,3.18134e-14,9261,1.25e+07,-2.06295e-18,-2.06295e-18,-2.06295e-18,7.01571e-13,8.24045e-12,8.97383e-12
6052,1.2106e-06,48.2937,68921,1e+08,1.74648e-18,1.74648e-18,1.74648e-18,3.18238e-14,9261,1.25e+07,-2.06052e-18,-2.06052e-18,-2.06052e-18,7.00476e-13,8.24152e-12,8.97382e-12
6053,1.2108e-06,48.304,68921,1e+08,1.7444e-18,1.7444e-18,1.7444e-18,3.18341e-14,9261,1.25e+07,-2.05808e-18,-2.05808e-18,-2.05808e-18,6.99379e-13,8.2426e-12,8.97381e-12
6054,1.211e-06,48.3143,68921,1e+08,1.74231e-18,1.74231e-18,1.74232e-18,3.18444e-14,9261,1.25e+07,-2.05564e-18,-2.05564e-18,-2.05564e-18,6.98279e-13,8.24368e-12,8.9738e-12
6055,1.2112e-06,48.3239,68921,1e+08,1.74022e-18,1.74022e-18,1.74023e-18,3.18548e-14,9261,1.25e+07,-2.05319e-18,-2.05319e-18,-2.05318e-18,6.97178e-13,8.24476e-12,8.97379e-12
6056,1.2114e-06,48.3342,68921,1e+08,1.73812e-18,1.73812e-18,1.73813e-18,3.18651e-14,9261,1.25e+07,-2.05073e-18,-2.05073e-18,-2.05072e-18,6.96075e-13,8.24584e-12,8.97378e-12
6057,1.2116e-06,48.3451,68921,1e+08,1.73602e-18,1.73602e-18,1.73603e-18,3.18755e-14,9261,1.25e+07,-2.04826e-18,-2.04826e-18,-2.04826e-18,6.9497e-13,8.24692e-12,8.97377e-12
6058,1.2118e-06,48.356,68921,1e+08,1.73391e-18,1.73391e-18,1.73392e-18,3.18858e-14,9261,1.25e+07,-2.04578e-18,-2.04578e-18,-2.04578e-18,6.93863e-13,8.24801e-12,8.97376e-12
6059,1.212e-06,48.366,68921,1e+08,1.73179e-18,1.73179e-18,1.7318e-18,3.18962e-14,9261,1.25e+07,-2.0433e-18,-2.0433e-18,-2.0433e-18,6.92754e-13,8.2491e-12,8.97375e-12
6060,1.2122e-06,48.3759,68921,1e+08,1.72967e-18,1.72967e-18,1.72968e-18,3.19065e-14,9261,1.25e+07,-2.04081e-18,-2.04081e-18,-2.04081e-18,6.91643e-13,8.25019e-12,8.97374e-12
6061,1.2124e-06,48.3863,68921,1e+08,1.72754e-18,1.72754e-18,1.72755e-18,3.19169e-14,9261,1.25e+07,-2.03831e-18,-2.03831e-18,-2.03831e-18,6.9053e-13,8.25128e-12,8.97373e-12
6062,1.2126e-06,48.3974,68921,1e+08,1.72541e-18,1.72541e-18,1.72541e-18,3.19272e-14,9261,1.25e+07,-2.03581e-18,-2.03581e-18,-2.03581e-18,6.89415e-13,8.25238e-12,8.97372e-12
6063,1.2128e-06,48.4086,68921,1e+08,1.72326e-18,1.72326e-18,1.72327e-18,3.19376e-14,9261,1.25e+07,-2.0333e-18,-2.0333e-18,-2.0333e-18,6.88299e-13,8.25347e-12,8.97371e-12
6064,1.213e-06,48.4188,68921,1e+08,1.72112e-18,1.72112e-18,1.72112e-18,3.1948e-14,9261,1.25e+07,-2.03078e-18,-2.03078e-18,-2.03078e-18,6.87181e-13,8.25457e-12,8.9737e-12
6065,1.2132e-06,48.4286,68921,1e+08,1.71896e-18,1.71896e-18,1.71897e-18,3.19583e-14,9261,1.25e+07,-2.02825e-18,-2.02825e-18,-2.02825e-18,6.8606e-13,8.25567e-12,8.97369e-12
6066,1.2134e-06,48.4387,68921,1e+08,1.7168e-18,1.7168e-18,1.71681e-18,3.19687e-14,9261,1.25e+07,-2.02572e-18,-2.02572e-18,-2.02572e-18,6.84938e-13,8.25677e-12,8.97368e-12
6067,1.2136e-06,48.4485,68921,1e+08,1.71464e-18,1.71464e-18,1.71464e-18,3.19791e-14,9261,1.25e+07,-2.02318e-18,-2.02318e-18,-2.02318e-18,6.83815e-13,8.25787e-12,8.97367e-12
6068,1.2138e-06,48.4582,68921,1e+08,1.71246e-18,1.71246e-18,1.71247e-18,3.19895e-14,9261,1.25e+07,-2.02063e-18,-2.02063e-18,-2.02063e-18,6.82689e-13,8.25898e-12,8.97366e-12
6069,1.214e-06,48.4679,68921,1e+08,1.71028e-18,1.71028e-18,1.71029e-18,3.19999e-14,9261,1.25e+07,-2.01808e-18,-2.01808e-18,-2.01808e-18,6.81562e-13,8.26008e-12,8.97365e-12
6070,1.2142e-06,48.4778,68921,1e+08,1.7081e-18,1.7081e-18,1.70811e-18,3.20103e-14,9261,1.25e+07,-2.01552e-18,-2.01552e-18,-2.01552e-18,6.80433e-13,8.26119e-12,8.97364e-12
6071,1.2144e-06,48.4875,68921,1e+08,1.70591e-18,1.70591e-18,1.70592e-18,3.20207e-14,9261,1.25e+07,-2.01295e-18,-2.01295e-18,-2.01295e-18,6.79302e-13,8.2623e-12,8.97363e-12
6072,1.2146e-06,48.4982,68921,1e+08,1.70371e-18,1.70371e-18,1.70372e-18,3.20311e-14,9261,1.25e+07,-2.01037e-18,-2.01037e-18,-2.01037e-18,6.78169e-13,8.26342e-12,8.97362e-12
6073,1.2148e-06,48.5091,68921,1e+08,1.70151e-18,1.70151e-18,1.70152e-18,3.20415e-14,9261,1.25e+07,-2.00779e-18,-2.00779e-18,-2.00779e-18,6.77035e-13,8.26453e-12,8.97361e-12
6074,1.215e-06,48.5199,68921,1e+08,1.6993e-18,1.6993e-18,1.69931e-18,3.20519e-14,9261,1.25e+07,-2.0052e-18,-2.0052e-18,-2.0052e-18,6.75899e-13,8.26564e-12,8.9736e-12
6075,1.2152e-06,48.5307,68921,1e+08,1.69708e-18,1.69708e-18,1.69709e-18,3.20623e-14,9261,1.25e+07,-2.0026e-18,-2.0026e-18,-2.0026e-18,6.74762e-13,8.26676e-12,8.97359e-12
6076,1.2154e-06,48.5416,68921,1e+08,1.69486e-18,1.69486e-18,1.69487e-18,3.20727e-14,9261,1.25e+07,-1.99999e-18,-1.99999e-18,-1.99999e-18,6.73622e-13,8.26788e-12,8.97358e-12
6077,1.2156e-06,48.5524,68921,1e+08,1.69263e-18,1.69263e-18,1.69264e-18,3.20831e-14,9261,1.25e+07,-1.99738e-18,-1.99738e-18,-1.99738e-18,6.72482e-13,8.269e-12,8.97357e-12
6078,1.2158e-06,48.5633,68921,1e+08,1.6904e-18,1.6904e-18,1.69041e-18,3.20935e-14,9261,1.25e+07,-1.99476e-18,-1.99476e-18,-1.99476e-18,6.71339e-13,8.27012e-12,8.97356e-12
6079,1.216e-06,48.5743,68921,1e+08,1.68816e-18,1.68816e-18,1.68817e-18,3.21039e-14,9261,1.25e+07,-1.99214e-18,-1.99214e-18,-1.99214e-18,6.70195e-13,8.27125e-12,8.97355e-12
6080,1.2162e-06,48.5852,68921,1e+08,1.68592e-18,1.68592e-18,1.68592e-18,3.21144e-14,9261,1.25e+07,-1.98951e-18,-1.98951e-18,-1.9895e-18,6.69049e-13,8.27237e-12,8.97353e-12
6081,1.2164e-06,48.596,68921,1e+08,1.68366e-18,1.68366e-18,1.68367e-18,3.21248e-14,9261,1.25e+07,-1.98687e-18,-1.98687e-18,-1.98686e-18,6.67902e-13,8.2735e-12,8.97352e-12
6082,1.2166e-06,48.607,68921,1e+08,1.68141e-18,1.68141e-18,1.68141e-18,3.21352e-14,9261,1.25e+07,-1.98422e-18,-1.98422e-18,-1.98422e-18,6.66753e-13,8.27462e-12,8.97351e-12
6083,1.2168e-06,48.6178,68921,1e+08,1.67914e-18,1.67914e-18,1.67915e-18,3.21457e-14,9261,1.25e+07,-1.98156e-18,-1.98156e-18,-1.98156e-18,6.65603e-13,8.27575e-12,8.9735e-12
6084,1.217e-06,48.6283,68921,1e+08,1.67687e-18,1.67687e-18,1.67688e-18,3.21561e-14,9261,1.25e+07,-1.9789e-18,-1.9789e-18,-1.9789e-18,6.64451e-13,8.27688e-12,8.97349e-12
6085,1.2172e-06,48.6391,68921,1e+08,1.6746e-18,1.6746e-18,1.6746e-18,3.21666e-14,9261,1.25e+07,-1.97623e-18,-1.97623e-18,-1.97623e-18,6.63297e-13,8.27801e-12,8.97348e-12
6086,1.2174e-06,48.65,68921,1e+08,1.67231e-18,1.67231e-18,1.67232e-18,3.2177e-14,9261,1.25e+07,-1.97356e-18,-1.97356e-18,-1.97356e-18,6.62142e-13,8.27915e-12,8.97346e-12
6087,1.2176e-06,48.6602,68921,1e+08,1.67003e-18,1.67003e-18,1.67003e-18,3.21875e-14,9261,1.25e+07,-1.97088e-18,-1.97088e-18,-1.97088e-18,6.60985e-13,8.28028e-12,8.97345e-12
6088,1.2178e-06,48.6698,68921,1e+08,1.66773e-18,1.66773e-18,1.66774e-18,3.21979e-14,9261,1.25e+07,-1.96819e-18,-1.96819e-18,-1.96819e-18,6.59827e-13,8.28141e-12,8.97344e-12
6089,1.218e-06,48.6795,68921,1e+08,1.66543e-18,1.66543e-18,1.66544e-18,3.22084e-14,9261,1.25e+07,-1.96549e-18,-1.96549e-18,-1.96549e-18,6.58668e-13,8.28255e-12,8.97343e-12
6090,1.2182e-06,48.6889,68921,1e+08,1.66313e-18,1.66313e-18,1.66313e-18,3.22188e-14,9261,1.25e+07,-1.96279e-18,-1.96279e-18,-1.96279e-18,6.57507e-13,8.28369e-12,8.97342e-12
6091,1.2184e-06,48.7002,68921,1e+08,1.66081e-18,1.66081e-18,1.66082e-18,3.22293e-14,9261,1.25e+07,-1.96008e-18,-1.96008e-18,-1.96008e-18,6.56344e-13,8.28483e-12,8.9734e-12
6092,1.2186e-06,48.7082,68921,1e+08,1.6585e-18,1.6585e-18,1.6585e-18,3.22398e-14,9261,1.25e+07,-1.95736e-18,-1.95736e-18,-1.95736e-18,6.5518e-13,8.28597e-12,8.97339e-12
6093,1.2188e-06,48.7179,68921,1e+08,1.65617e-18,1.65617e-18,1.65618e-18,3.22502e-14,9261,1.25e+07,-1.95464e-18,-1.95464e-18,-1.95464e-18,6.54015e-13,8.28712e-12,8.97338e-12
6094,1.219e-06,48.7271,68921,1e+08,1.65384e-18,1.65384e-18,1.65385e-18,3.22607e-14,9261,1.25e+07,-1.95191e-18,-1.95191e-18,-1.95191e-18,6.52848e-13,8.28826e-12,8.97337e-12
6095,1.2192e-06,48.7372,68921,1e+08,1.65151e-18,1.65151e-18,1.65152e-18,3.22712e-14,9261,1.25e+07,-1.94917e-18,-1.94917e-18,-1.94917e-18,6.5168e-13,8.28941e-12,8.97336e-12
6096,1.2194e-06,48.7474,68921,1e+08,1.64917e-18,1.64917e-18,1.64917e-18,3.22817e-14,9261,1.25e+07,-1.94643e-18,-1.94643e-18,-1.94642e-18,6.50511e-13,8.29056e-12,8.97335e-12
6097,1.2196e-06,48.7579,68921,1e+08,1.64682e-18,1.64682e-18,1.64683e-18,3.22921e-14,9261,1.25e+07,-1.94367e-18,-1.94367e-18,-1.94367e-18,6.4934e-13,8.29171e-12,8.97334e-12
6098,1.2198e-06,48.7682,68921,1e+08,1.64447e-18,1.64447e-18,1.64447e-18,3.23026e-14,9261,1.25e+07,-1.94092e-18,-1.94092e-18,-1.94092e-18,6.48168e-13,8.29286e-12,8.97333e-12
6099,1.22e-06,48.7792,68921,1e+08,1.64211e-18,1.64211e-18,1.64212e-18,3.23131e-14,9261,1.25e+07,-1.93815e-18,-1.93815e-18,-1.93815e-18,6.46994e-13,8.29402e-12,8.97332e-12
6100,1.2202e-06,48.7901,68921,1e+08,1.63974e-18,1.63974e-18,1.63975e-18,3.23236e-14,9261,1.25e+07,-1.93538e-18,-1.93538e-18,-1.93538e-18,6.45819e-13,8.29517e-12,8.97331e-12
6101,1.2204e-06,48.8622,68921,1e+08,1.63737e-18,1.63737e-18,1.63738e-18,3.23341e-14,9261,1.25e+07,-1.9326e-18,-1.9326e-18,-1.9326e-18,6.44643e-13,8.29633e-12,8.9733e-12
6102,1.2206e-06,48.873,68921,1e+08,1.635e-18,1.635e-18,1.635e-18,3.23446e-14,9261,1.25e+07,-1.92982e-18,-1.92982e-18,-1.92981e-18,6.43465e-13,8.29749e-12,8.9733e-12
6103,1.2208e-06,48.8828,68921,1e+08,1.63261e-18,1.63261e-18,1.63262e-18,3.23551e-14,9261,1.25e+07,-1.92702e-18,-1.92702e-18,-1.92702e-18,6.42287e-13,8.29864e-12,8.97328e-12
6104,1.221e-06,48.8926,68921,1e+08,1.63023e-18,1.63023e-18,1.63023e-18,3.23656e-14,9261,1.25e+07,-1.92422e-18,-1.92422e-18,-1.92422e-18,6.41107e-13,8.2998e-12,8.97328e-12
6105,1.2212e-06,48.9029,68921,1e+08,1.62783e-18,1.62783e-18,1.62784e-18,3.23762e-14,9261,1.25e+07,-1.92142e-18,-1.92142e-18,-1.92142e-18,6.39925e-13,8.30096e-12,8.97327e-12
6106,1.2214e-06,48.9135,68921,1e+08,1.62543e-18,1.62543e-18,1.62544e-18,3.23867e-14,9261,1.25e+07,-1.91861e-18,-1.91861e-18,-1.91861e-18,6.38743e-13,8.30213e-12,8.97326e-12
6107,1.2216e-06,48.923,68921,1e+08,1.62303e-18,1.62303e-18,1.62303e-18,3.23972e-14,9261,1.25e+07,-1.91579e-18,-1.91579e-18,-1.91579e-18,6.37559e-13,8.30329e-12,8.97325e-12
6108,1.2218e-06,48.9327,68921,1e+08,1.62061e-18,1.62061e-18,1.62062e-18,3.24077e-14,9261,1.25e+07,-1.91296e-18,-1.91296e-18,-1.91296e-18,6.36374e-13,8.30446e-12,8.97324e-12
6109,1.222e-06,48.9423,68921,1e+08,1.6182e-18,1.6182e-18,1.6182e-18,3.24182e-14,9261,1.25e+07,-1.91013e-18,-1.91013e-18,-1.91013e-18,6.35188e-13,8.30563e-12,8.97323e-12
6110,1.2222e-06,48.9526,68921,1e+08,1.61577e-18,1.61577e-18,1.61578e-18,3.24288e-14,9261,1.25e+07,-1.90729e-18,-1.90729e-18,-1.90729e-18,6.34e-13,8.30679e-12,8.97322e-12
6111,1.2224e-06,48.9635,68921,1e+08,1.61335e-18,1.61335e-18,1.61335e-18,3.24393e-14,9261,1.25e+07,-1.90444e-18,-1.90444e-18,-1.90444e-18,6.32812e-13,8.30796e-12,8.97322e-12
6112,1.2226e-06,48.9744,68921,1e+08,1.61091e-18,1.61091e-18,1.61092e-18,3.24499e-14,9261,1.25e+07,-1.90159e-18,-1.90159e-18,-1.90159e-18,6.31622e-13,8.30914e-12,8.97321e-12
6113,1.2228e-06,48.9853,68921,1e+08,1.60847e-18,1.60847e-18,1.60848e-18,3.24604e-14,9261,1.25e+07,-1.89873e-18,-1.89873e-18,-1.89873e-18,6.30431e-13,8.31031e-12,8.9732e-12
6114,1.223e-06,48.9961,68921,1e+08,1.60603e-18,1.60603e-18,1.60603e-18,3.24709e-14,9261,1.25e+07,-1.89587e-18,-1.89587e-18,-1.89586e-18,6.2924e-13,8.31148e-12,8.97319e-12
6115,1.2232e-06,49.007,68921,1e+08,1.60357e-18,1.60357e-18,1.60358e-18,3.24815e-14,9261,1.25e+07,-1.89299e-18,-1.89299e-18,-1.89299e-18,6.28047e-13,8.31266e-12,8.97319e-12
